30903054,51899,748,5182381,193221
29960067,58751,5671,5025096,189696
30649503,59292,1006,5141334,193035
30873703,53927,867,5176390,193350
31243248,34452,9264,5237987,158084
30901377,37223,9041,5172227,167757
30226125,37172,6608,5078986,181695
30643622,38610,4291,5143474,182141
31186874,34196,2238,5234945,181211
28329241,57936,17720,4741402,177085
28737545,51020,18857,4797022,168673
29608918,51597,11548,4939494,175732
28765780,54903,14788,4810863,176660
28304967,58154,18330,4729122,173725
29707519,42021,11798,4978873,179168
30512993,28786,6676,5123717,178546
30539650,38352,4604,5127281,181080
30692277,37577,1762,5155025,180473
30408717,45372,11442,5086722,164902
30222650,61497,4381,5051666,188877
29012494,64335,8251,4879391,183109
29172199,67092,7895,4889598,184396
30348309,61077,1462,5089609,190066
30697576,60807,881,5147219,192347
30748778,59008,721,5159978,191415
30591297,63318,944,5129323,191553
29894491,61091,4812,5014734,188562
29932954,66737,4275,5017249,190455
30726413,54904,1801,5144555,189584
30510767,57778,2035,5100274,190588
30411674,58781,1598,5099717,189761
30363461,61076,2320,5096271,191007
29711329,65101,5521,4989300,187212
30446052,62429,3000,5102794,187290
30219804,66157,2424,5066604,191170
30059077,57216,4404,5029846,185074
30469940,63196,1297,5108002,189593
30342170,65032,1551,5098357,191361
30729838,54661,2259,5154492,191004
30504680,61941,1343,5100645,190766
30039040,60840,3462,5053734,188911
30016882,64149,4275,5020992,186366
30523062,61149,1590,5125210,187511
30184407,65165,2616,5060148,189898
30474053,58520,2292,5111088,190892
30552490,58629,1577,5111456,190704
29151098,57315,9903,4895192,184122
30097260,63896,3818,5044233,188958
30339882,67622,2102,5087243,190635
30261505,54584,3988,5073308,188936
29961776,66824,3328,5021946,187313
30515558,64680,1762,5101451,190022
30621578,63804,1561,5126118,189507
30363706,65105,1481,5103579,191058
30293719,59452,2839,5080146,188708
30559241,59996,901,5110417,190286
30322107,61323,1956,5084704,190563
30114581,63940,2991,5059476,189339
30454466,58377,3035,5103202,190449
30208506,64411,2707,5067343,190346
30228728,59093,4231,5067694,187982
29500319,38984,10342,4941999,181779
29746960,44756,8803,5003736,179086
31198630,33031,1837,5235003,183924
29969509,53047,4746,5031400,179537
28277334,51115,21238,4717347,169261
28440908,56677,16925,4744872,170123
29141912,52271,13619,4868934,174683
29144341,53692,13161,4869345,173746
28638497,53711,14875,4794765,178971
29337090,43714,14103,4903276,166995
30168751,34139,7243,5068452,177924
31004290,37775,1669,5202321,184213
30325307,40505,6334,5088757,180723
28981708,63660,12427,4856022,181859
30437651,52530,3642,5105475,188003
30037528,62827,4176,5033784,189003
30502490,65419,1440,5113208,190627
30609398,63895,1822,5112911,190366
30198364,68760,2099,5077088,191019
30429447,55821,2572,5089383,189763
30122311,64812,2724,5049837,190403
30107676,66882,2584,5046239,188560
30490642,58611,1706,5112756,192076
29712620,39117,10266,4988368,179214
29772474,42495,8833,4997538,181376
30500364,35658,3992,5117671,179984
31117128,30413,974,5222386,182898
29130588,55842,11400,4894441,179293
27911407,48950,22404,4665135,165072
29135908,51861,13664,4857802,172168
29226127,56325,14129,4876104,172149
28972183,50632,15860,4842838,174193
29265659,50509,12140,4893374,182436
30237295,36164,11284,5063640,168446
30681458,26896,5197,5150054,178850
30865443,39981,1998,5183261,183379
30228630,41459,6580,5074240,178601
29817255,63008,7146,4995005,188520
29722097,60058,7320,4985561,185076
30638197,60534,1340,5124239,191129
30317317,56427,3347,5099900,189630
29536461,67982,7007,4949890,187967
29646525,40860,12004,4965796,177924
29740438,42154,8879,4999026,181128
30806804,36948,4143,5168950,183014
31364035,30476,946,5260611,183419
28747660,57448,15596,4814233,177404
28610204,52496,19926,4772678,167507
29743229,50224,12356,4953809,170941
28702110,54945,14658,4804811,177147
28843830,56150,15785,4813157,171642
29250504,44253,14075,4898021,180197
30283125,30328,7620,5089287,178144
30865454,34385,3527,5183511,182575
30800925,44651,3420,5171166,182577
29176712,56574,12144,4887367,179978
30305113,65968,2223,5067325,188669
30547600,60454,1039,5147948,191254
30523189,62090,2151,5083333,189129
29991921,66724,3101,5026484,189137
30259868,59703,4197,5084320,189987
30749954,54463,1174,5139967,191335
30165383,59012,4161,5054553,187896
29631379,69372,4324,4966773,187346
29654264,60395,6402,4968732,187747
30048198,58244,4204,5037348,187955
30150733,58791,3310,5056249,190128
30177438,66971,2254,5056518,189368
30314401,63988,1345,5081591,190474
30184757,59371,3472,5060038,188780
29536372,37181,10960,4971631,182200
29904149,45362,8828,5020235,180434
30622381,36432,2341,5140836,181692
30525591,46033,4063,5125745,181986
28248412,52439,20975,4714491,171888
28823760,52863,16691,4809069,170261
29367325,52075,12938,4898919,172932
29504403,51909,12278,4924818,173395
28517805,58099,14560,4774244,178105
29235405,42601,14052,4904042,175088
30413260,32979,6661,5104015,178487
30939228,39573,1642,5179534,183730
29879141,41652,7916,5013344,178518
28926218,64180,11529,4848951,181830
30412283,55631,3542,5096844,189170
29263658,65382,8461,4910266,185517
30406016,57082,2394,5093304,190272
30358642,59855,1574,5089181,190419
30136699,59879,3218,5053684,189467
29797241,66624,4388,4997078,186235
30271187,59221,3376,5071617,190360
30230762,66447,2671,5081024,189213
30237002,66350,1524,5066882,190257
30555613,58408,1219,5116462,192680
29637409,43011,10424,4980348,178795
29677031,43635,8933,4991559,181710
30823155,30562,3948,5172808,181274
31097000,34432,1064,5207070,182933
29259715,56860,10555,4918100,179403
28053977,50056,23099,4682503,167620
29248669,50702,14030,4876757,171084
29241768,55899,13594,4873448,173812
28595509,51815,16303,4781845,169531
29047307,51641,11327,4869926,181427
30018612,37588,11926,5021430,166716
30366063,31682,6941,5092077,178377
30998553,38391,1481,5204724,183951
30254463,39462,5322,5079235,179065
28871627,63144,12857,4835709,178141
30154677,58563,4428,5058963,188689
30017802,60798,6338,5033179,187346
30011034,67354,5216,5023228,189898
29872051,60588,4096,5010450,188963
30329856,56927,3627,5083481,187248
30203950,68343,2714,5063787,191794
30441937,62299,1943,5104126,189968
30396009,58543,2619,5098393,189707
30651070,60441,1904,5132878,191947
30271996,66576,2041,5078063,192005
30681399,52006,1154,5130231,192470
29783990,38994,10546,5010404,177001
29600380,44380,8806,4962242,180780
30778546,28762,4209,5164218,180416
30652358,45406,10170,5111330,167351
30670067,36485,4530,5145210,180084
28251466,53765,20517,4724224,172902
28589850,52288,16254,4767650,169178
29328781,51311,12593,4904486,173097
29368505,51590,12444,4897736,173780
28679825,57781,14446,4807835,179226
30788938,38662,11119,5124646,166313
30559366,28548,7238,5133481,177338
30512356,39036,5001,5123296,180431
31386745,24746,893,5266415,183471
30072254,50549,9754,5036087,171645
30237064,55226,6150,5062233,184497
29617798,57797,8898,4964901,183653
30286568,57689,5043,5078626,189776
30065391,60313,4730,5040179,188223
30451357,60869,1628,5106991,192448
30358194,46612,7027,5087434,181488
29833562,37676,8261,5012788,183330
30277044,36818,7007,5085157,179060
31043376,34081,2217,5212235,183396
31119240,37097,3004,5222134,182494
28449827,54770,18701,4755630,173845
28622228,51341,17303,4784407,171720
29211345,54130,12928,4877408,173846
29309051,53243,13607,4888322,173440
28496685,56829,15845,4775961,177648
30039610,39953,10552,5017959,173014
30715293,29365,7877,5152798,173288
30626426,37316,5022,5140221,180656
31346457,27621,925,5261683,183858
30052649,48983,9332,5040604,173503
29617847,54299,10118,4962818,181015
29694535,60139,6800,4981165,186421
30320614,64370,3522,5080680,192493
30234686,58856,4961,5067948,189478
30572932,60502,1794,5127437,193270
30233880,44590,8040,5067481,181041
29625932,43784,9359,4980981,180676
30322006,34951,6552,5092577,180909
31114628,35839,1455,5204976,184067
30785707,36485,3724,5169427,181451
28150534,53515,20271,4708614,170919
28292922,53223,18062,4733222,171129
29172124,53173,13117,4871316,173641
29466051,51983,12333,4923526,172909
28713515,56258,14659,4792735,177946
29694629,43210,11617,4975505,171326
30433816,28859,6732,5102745,176674
30274403,40647,4996,5085622,179563
31377169,25440,1464,5266974,183505
29350779,54372,10842,4935752,177572
29704372,57529,8653,4971714,181492
29732685,57154,6561,4988485,186892
30247455,64051,4280,5062191,189349
30192999,59866,4883,5066617,189494
30424961,62560,1818,5102319,192469
30106502,50791,6580,5048810,180593
29962852,36697,6932,5029508,183224
30120318,40092,7342,5058767,178227
30663367,36802,3507,5138407,183262
31201791,34541,1815,5248427,183801
28104077,59000,18457,4701302,174700
28753695,49577,18837,4797673,166340
29167632,52562,13803,4866988,172802
28759788,55639,14704,4808004,175359
28641122,56282,17223,4783960,172896
29562818,44805,9549,4964269,179922
30650858,36293,9655,5120737,168015
30635244,28636,5851,5135771,180190
30946439,38677,1743,5196849,184795
29902856,44967,8302,5023161,179071
30529272,50443,6511,5085751,174686
30075152,56194,5095,5044667,187552
29694346,56612,6977,4988161,185912
29990932,61164,6740,5025776,187357
30088178,65965,3435,5047041,191210
30455216,55275,1264,5096601,191272
29635857,41749,10452,4981798,176682
29696458,43504,8757,4993183,180710
30788659,27958,4100,5150404,178877
31150690,35170,1291,5227463,184526
29661565,53166,7484,4978923,179481
27562181,51289,24521,4613492,165744
29037599,50107,13545,4843336,175980
29162966,56579,12904,4880058,174198
28863367,50095,15064,4814418,173198
28955886,51859,11292,4856304,183076
29860367,40158,13549,4994024,166821
30524308,30254,5968,5119312,178970
31005752,33795,2126,5202412,183791
30588594,39373,3472,5152794,179392
29269150,51804,11432,4915654,178902
29888390,59849,6115,5009812,186575
30722555,57625,1118,5152206,192291
30948266,50263,1590,5184977,191835
29600507,62771,8586,4960417,185411
30166842,65636,2846,5059782,191375
30330435,59745,3142,5085846,188142
30487147,63537,1641,5112425,193354
29907932,48853,8393,5010812,184699
29054485,47138,11436,4877038,178790
30786157,27893,3978,5158616,180516
31110945,36062,1103,5220857,184245
29252745,54663,11222,4912645,179114
29578012,37614,14978,4937542,176190
33283640,28474,8236,5459726,141363
28320202,53573,18594,4743596,171103
29216531,53789,12013,4875019,178554
29071531,51466,13734,4862907,172347
28749589,54181,14948,4804385,178636
29401637,40490,12807,4933866,176764
30663357,26874,5443,5156321,179923
30886371,40437,2018,5186425,184289
29586443,50588,9785,4964770,179441
29489998,61199,10303,4939485,183815
30469496,58176,3033,5109828,190089
29462387,55160,9177,4934462,185162
29827872,64135,5911,5003314,185683
30409442,54149,3672,5097610,188805
30263685,65399,2278,5076129,191856
30242514,47343,6809,5066359,186524
29274751,49564,10558,4921335,181531
30749143,27723,4769,5162628,180860
31019827,39653,1331,5207638,184853
29539398,53602,10028,4955594,180493
28132842,49229,22970,4696616,169309
29296092,51982,12241,4890555,175098
29170190,56608,13117,4874443,178141
28856048,53549,14910,4820971,173121
28947278,48238,14346,4852930,179398
29777462,35862,9910,4997942,176756
30450341,38660,4862,5114877,181608
31355062,29351,1138,5244179,183511
102164676,190598,23213,17136875,636202
29898150,63122,6511,5005766,186205
30008535,65712,3373,5031143,190583
30245906,56751,3965,5070776,188956
30061018,64664,3367,5038803,188570
30152714,65442,1694,5055814,189991
30654397,51534,1791,5154899,191881
29984223,37857,10489,5025972,176234
29787470,43276,8919,5006745,181319
30274643,41047,4486,5083162,180036
31281419,27013,1095,5246636,183116
28953087,59239,13561,4853245,178611
28171337,49567,20541,4705945,171946
29306956,53250,12278,4895548,174412
28676149,56291,14250,4794236,176319
28780071,56278,16206,4808771,171346
28956771,49310,13033,4853109,180658
29767869,36375,10099,4989381,177481
30689990,27719,4532,5144019,178370
30648349,38933,1924,5161182,183106
29654654,48337,9703,4972907,176258
29384382,61578,10392,4924390,184746
30548621,57570,2889,5124050,190169
30065642,64665,3988,5038941,188826
29345724,66598,6965,4920632,187115
30507709,53766,2590,5104495,189166
29686924,64445,5776,4970781,186008
30549488,61233,1386,5118832,190510
29924096,67727,2936,5031510,190707
30502148,59486,2017,5104708,189968
30104229,64321,3288,5055924,188635
30454923,65364,1519,5108137,192840
30750106,49200,3009,5157297,186868
29441231,37387,10600,4939732,179313
30038459,39127,6561,5047960,180722
29857595,46307,5262,4998971,178130
31049503,26228,2421,5203424,181565
28620801,59216,15476,4807159,177618
27857311,52221,20758,4659667,169293
29191860,51676,14180,4874596,170328
28740817,55980,13885,4801417,178071
29151694,54468,14662,4866656,172390
29204251,48280,12953,4893630,181790
29958848,38137,10034,5017257,172536
30739217,25431,5000,5161043,179262
30665176,41670,1759,5160769,183082
30287711,39592,6713,5081165,180777
29981530,51516,8201,5027778,180717
30101245,54560,5581,5033170,186435
29515173,60767,7544,4961036,185777
29771516,61303,6765,4977478,186229
30210533,66162,2506,5077127,191791
30840132,51429,1574,5170596,191575
29630477,38234,10373,4968212,176360
29779898,43008,7888,4998912,180520
30686304,35559,4356,5158168,182607
31298450,27862,924,5236332,182775
29226137,55020,11622,4909562,179024
27716996,51325,22383,4635401,168925
28943239,54460,13688,4837385,176899
29121592,54822,13276,4865922,174742
29022865,53915,15282,4847494,173081
29274296,48810,11696,4904553,183298
30155174,34864,10219,5052132,167229
30401748,30741,6763,5105741,178467
30984107,38503,1713,5201439,184351
30497934,37290,5431,5121508,180536
29920962,51075,9442,5013063,178381
30038006,59075,6104,5031342,189286
29901327,56800,5422,5015846,187615
30107250,58942,4689,5048542,188735
30133999,60044,4822,5051816,188315
30514691,60942,1588,5117563,192746
30337994,44617,7160,5085014,181210
29873865,41079,8402,5021620,181245
30369396,35329,6839,5098909,180910
31004670,36807,2083,5201720,183543
30725789,37482,3816,5161698,181359
28383414,52579,19692,4742055,172004
28578012,53565,16971,4770946,172354
28686542,53547,15637,4791219,174682
29130172,51401,13722,4870781,173797
28813475,55897,14934,4817496,180002
29955694,42193,11226,5021139,174135
30453132,28300,6625,5113496,179312
30501595,39458,4705,5121399,181337
31479148,24703,1043,5281583,182862
29483951,52375,11010,4935553,172589
30496074,54065,4271,5118603,188764
29892847,59268,7118,5009700,186039
29839110,57801,6795,5002163,187311
29832298,61096,6638,5003209,186781
30291983,66759,1663,5080811,191823
30747618,49036,3157,5157626,186954
29641100,37309,10586,4974251,179827
30434892,36078,6486,5111548,181822
30592041,39057,4184,5137279,182193
31436942,27081,1184,5272683,183163
28682848,59216,15436,4806465,177722
28207894,52240,20176,4708248,170673
29456789,51497,11709,4922271,173891
28734302,55855,14273,4806854,176670
29029607,55734,15362,4833490,173043
29211224,47156,12078,4910775,181919
30007963,37870,9994,5038782,174357
30886394,26016,4354,5181723,179443
30976226,37736,1682,5202490,184486
29879776,45533,8504,5018551,179969
29764873,49658,9741,4976993,179553
30397213,57196,3270,5098295,190281
30730419,55777,822,5150690,190619
30166715,57054,4169,5058531,189571
29584908,64697,6412,4966229,185637
30052520,57844,3483,5039796,187939
30037435,66786,3257,5025556,188801
30473202,59730,1731,5108190,193028
29709143,39443,9902,4999037,180587
29588835,42755,8693,4970042,180234
30488940,40861,4421,5116323,181623
31252242,34889,1525,5250017,183223
28260115,58321,18813,4723612,178003
28792867,50364,18306,4805587,167166
28852209,53993,13477,4816446,175104
28895944,52471,13263,4837999,173610
28513002,58464,16540,4757579,175445
29241527,46603,13396,4902008,179058
30155835,32144,7302,5057263,177890
30812470,36731,3133,5182628,182522
30435405,44353,5045,5105195,182721
28887518,62251,13191,4842590,181108
30073164,55853,4311,5034229,188114
29614341,64345,6033,4969418,186081
29547170,55900,7454,4956851,185680
30041884,57683,5008,5034484,186434
30244918,64911,2762,5070506,190457
30441991,55744,3022,5087397,189194
29467843,40168,10515,4959493,181147
29867280,43840,8698,5015505,181302
30953425,33730,2870,5195272,183368
30493482,46321,4417,5124148,182227
28273364,52402,20420,4723385,173458
28203536,54216,17241,4713074,170520
28913908,55124,15254,4825249,175431
29248548,53473,12384,4885480,172941
24082335,108718,15097,4019111,151285
28871659,49811,15167,4853391,178678
30072313,32794,6879,5038155,177015
30923406,37234,1840,5203059,182784
30203033,43312,5279,5059205,180281
28884458,63456,13742,4848933,181181
30450205,56348,2764,5111616,190647
30521324,53445,1758,5107251,188826
29599532,64427,5739,4969240,185382
29983528,68315,3045,5027595,190453
30342857,60565,2597,5089221,190364
30497658,62812,2370,5100893,190228
29890826,68814,2836,5020124,188848
30640752,53641,1953,5125740,190540
29636991,37891,11416,4983163,177811
29925010,41939,7977,5031389,181916
30637140,37426,4283,5144594,181952
30859298,27514,1675,5176215,180247
28811666,59179,15031,4828406,178803
28132138,51267,20388,4700437,170876
29493491,51432,12963,4920729,171987
28881323,55510,13126,4818241,178585
28888110,54775,14750,4842641,171974
29328388,45602,12952,4907938,182032
29813331,37867,9965,5009490,177459
30888096,29060,4714,5171486,180277
31068108,34299,1125,5226420,184412
29653362,49550,9803,4975850,177749
29268558,63615,10237,4906791,184345
30372940,54851,2974,5077171,189187
29762306,64273,4762,5004069,187561
29707412,62730,6668,4979942,188649
30655523,54987,3004,5138882,190680
29853043,64950,5422,5003526,186795
30547977,61156,1676,5119191,190859
30096639,67972,3050,5046954,190802
30546912,58205,1851,5112665,190759
30302629,62199,2564,5091218,189764
30675561,61618,1394,5141907,194080
30599102,50807,4876,5127700,183821
29915531,33646,8639,5026888,182362
30306219,35492,6744,5088967,180479
30673168,38316,4022,5151613,181576
31298648,32052,1468,5257748,183320
28376095,58976,17605,4744711,176834
28779654,50794,19792,4801384,167031
28756087,55403,14437,4805129,174450
28694585,54127,15085,4795274,175746
27361143,67480,15582,4589087,166449
25611906,67580,11027,4294439,160471
28121905,57491,10042,4722549,160228
29191046,42986,6875,4907304,173381
30900579,39321,1545,5186520,183484
27674596,67649,3229,4794036,163146
23046708,109463,15202,3945801,142863
29136174,64833,8164,4888318,182378
29557846,58907,8335,4944295,185820
30157357,56622,3847,5071798,189022
29890116,63273,6298,5006483,187132
29961798,65590,4548,5022959,189079
30656149,54570,1448,5142132,192663
29923479,38120,10591,5017831,177839
29646311,44171,8900,4987633,181231
31148354,25643,3766,5223395,181584
31005856,37603,1420,5206821,184391
29985974,50690,7311,5032207,181696
27741221,52083,25159,4628780,167067
29374798,40855,10271,4933727,187459
32436303,35977,9591,5338581,147186
28802784,54058,14856,4813020,175206
28820242,54564,15585,4813571,175617
28533956,55625,11983,4785234,179358
29670066,40225,12741,4968286,169515
30656536,24914,6336,5144820,178708
30574034,35794,4012,5120115,182223
30829185,35651,1854,5192883,180059
29142999,52871,14083,4887393,174042
29948472,58278,6030,5018061,186880
29948481,56263,5786,5023990,187668
30118702,65261,3433,5052572,191146
29874468,62785,5095,4994075,186559
30436135,59257,1617,5103215,191834
30087660,45241,7671,5055275,180571
29754394,42502,10011,4999887,179523
30260953,36284,6388,5081399,180481
31060187,35028,1544,5209473,183796
30151618,37781,6643,5044521,178730
28215968,55312,19079,4735935,174570
28408937,53599,18351,4740800,172626
28886235,54198,13375,4814451,174930
28895103,53208,13541,4841715,176502
28496445,60054,14928,4767130,177357
29900783,43294,11622,5005920,174683
30467608,28589,7019,5113772,177270
30472544,38131,5016,5117121,181173
31210043,27920,1518,5236203,182386
29445744,50609,10816,4951991,178277
30242818,56406,4628,5051553,186481
29767894,58129,6765,5002114,185807
29677582,58191,7471,4976669,186986
29589501,63037,5781,4961922,185240
30237024,63378,1857,5068631,191434
30555419,51193,4602,5121258,183710
30054247,33483,8874,5044005,182860
30257163,35454,6751,5080521,181642
30463857,39382,4256,5115660,180866
31129778,33824,1318,5211923,183496
28531367,57459,16332,4776393,176786
28339940,51062,20386,4746083,170179
29129867,53790,12613,4865127,176640
27807058,63511,16875,4651801,173337
28310785,57499,18937,4723216,171668
29715690,41130,9737,4989252,183311
30331401,34578,9435,5083258,171285
30681779,29609,4680,5148735,181144
30533975,35963,1124,5114539,180325
29731144,46155,8150,4993189,179832
29822210,51625,10310,5005305,179342
30420715,59109,2832,5105578,190980
30618455,56494,924,5132034,190311
29983799,61743,5168,5028157,187540
29813578,62510,6139,4996748,187048
30051805,60194,4223,5039377,187685
30398588,63106,2792,5094010,191226
30512736,60594,1857,5117116,192728
29692944,39186,10772,4984137,180332
30020384,38858,8050,5040177,181628
30599920,37506,3902,5138324,183170
31051376,38145,2259,5209062,183476
28379851,55862,18658,4755939,175185
28716429,51437,17734,4786318,173358
28807917,55027,14314,4809513,175412
29098846,52004,13001,4866846,177222
28587015,58608,15410,4783446,178329
29047660,44940,14631,4873287,175933
30343504,32064,6631,5095850,179519
31094866,37849,1274,5220650,184756
30484872,38346,6201,5115261,181963
29002537,63341,12401,4860464,181602
30381818,54371,3858,5095615,189015
29865927,60472,6866,5003720,187080
29740053,56984,7090,4984651,184649
30146413,60306,3839,5056870,189104
30440525,61223,2503,5091764,191432
29987174,57065,6557,5036558,186512
29666738,41606,9457,4983592,182655
30030291,38522,7436,5043792,182379
31155692,38581,1244,5230278,185934
30438622,44532,4747,5111235,183138
27723019,54445,24275,4623695,167804
29128764,53166,14123,4874525,176155
29211715,56444,13042,4869569,177755
28879865,52093,14905,4825443,174593
28735402,52703,15728,4810128,177844
29402280,39575,10443,4946513,177927
30796349,30186,4705,5164877,181132
30896093,40483,9912,5138302,166291
30594102,38564,7418,5119878,176216
28741599,62218,14354,4816315,179197
30149552,58031,4864,5058367,187883
30515341,57592,2174,5117816,191653
30319763,59098,3330,5067895,189890
29956207,65286,4174,5035168,187716
30231467,60560,2948,5071092,189990
30490760,64295,2208,5110014,190481
30538114,63418,1249,5120215,191888
30676983,56678,1175,5143618,192980
29777825,40611,10147,4995997,178368
29699399,43916,8755,4993597,181504
30803013,31631,3966,5159786,181840
31350520,31869,964,5270695,186013
29448070,55431,11871,4939343,180983
28127201,49800,22167,4693169,170226
28940725,53637,12380,4835260,176305
28946919,56962,13249,4839188,174371
28677851,54710,15170,4790515,174151
29217077,48524,12581,4893032,181604
29916205,36430,10231,5027781,180254
30648628,26781,4208,5130884,178562
30762501,39219,1629,5159324,183920
29672829,43818,9650,4990947,176805
29180102,62881,10399,4896128,183084
30464610,55089,3183,5108967,189720
29780587,66494,4585,4989460,186897
29654654,66199,6289,4971143,188668
30547765,54773,2402,5123044,190038
29997902,63433,4661,5026450,187247
30615911,62383,1088,5136469,191689
29821979,71449,2562,4994131,188338
30506735,57965,1960,5106164,190839
30117950,63474,3192,5042515,188767
30517350,61455,1508,5115270,193009
30738345,52072,2832,5169644,187721
29453296,37812,10684,4945389,178705
30039026,40299,6726,5047729,181138
30530874,38975,4103,5115155,182298
31323488,26346,1322,5266344,183093
29012773,58326,14181,4863194,178740
27828046,53613,20496,4643672,170962
29179151,52902,12052,4877676,172190
28859748,55262,13795,4819138,179557
28758528,56621,14972,4806031,174349
29301450,43734,12482,4916923,182649
30278068,39698,10280,5064599,165111
31002833,24716,4313,5188496,179348
30846759,40111,1470,5190460,184219
30153804,42001,7310,5060811,179612
30444347,49710,7311,5096651,177884
29731945,63435,5449,4964501,186402
29871657,56706,6138,5009668,187008
30038228,57632,5126,5038043,188500
30322966,55630,4975,5080736,189781
30175559,59595,1661,5060530,190361
30376169,46100,6622,5092877,181493
29878624,34708,7264,5019627,182725
30210693,34389,7209,5073025,179093
30899777,30991,2843,5185958,183233
30988596,34898,2109,5203754,182075
28143514,56428,18443,4714919,176026
28674460,48885,17959,4783554,169601
29074009,53779,14195,4854895,176457
29076718,52098,14141,4862404,176606
28546726,54744,15539,4773971,177226
29519165,40398,11169,4952323,178010
30680066,26471,7087,5141563,176604
30523021,35100,4736,5125320,180676
31423767,22742,870,5271470,183535
29367084,49570,10630,4940786,177015
29956033,57318,6163,5013798,186561
29866551,53901,6865,5008218,186679
30292726,54063,3851,5081345,188937
30019046,57621,6612,5028690,188337
30280653,63747,2592,5078717,191963
30516954,51830,3231,5117336,191430
30005743,35468,10272,5032495,176116
29822348,40227,8740,5013918,181335
30894988,27675,3933,5183950,181868
29873034,55643,1167,5014002,177858
29397766,48954,11438,4933815,178693
27984497,48290,23999,4675912,168691
29082864,50375,13853,4857104,176921
29134087,56036,13282,4867436,175645
28713833,51739,15633,4798746,175127
29395245,47697,10961,4925118,183427
30240789,32115,11807,5066671,171660
30505333,28780,6532,5119833,180029
31018304,36252,1945,5207116,184483
30633192,34153,4938,5145092,180546
29763661,48693,9434,4991985,180108
30292129,52886,4322,5074306,187863
29868876,55444,7090,5007938,188256
30192699,59077,4672,5062801,188789
30198032,56757,5070,5062248,188849
30555446,56756,1560,5124370,192068
30076277,41411,9274,5041005,180253
29725488,40343,8818,5001976,179496
30782909,24922,4765,5165225,181491
31215957,35485,1357,5238918,185522
30520760,40991,5162,5125002,181460
27823376,49794,23675,4646685,169307
