16979960,1316,448,2907257,525
17244181,2325,169,3243123,446
19413553,657,36,3223058,329
19542654,3541,727,3230837,3043
18169995,1402,419,3069996,584
19543294,443,0,3255409,55
19550195,791,1,3254390,162
19421092,917,0,3251271,168
19649521,509,0,3259718,71
19366768,795,1,3257903,145
19473351,1545,1,3272334,207
19592671,573,4,3255640,120
19473464,755,0,3236058,143
19448529,925,0,3265098,139
19448276,781,6,3250708,732
19584281,1033,19,3258121,179
19413094,762,0,3228093,57
19620653,691,0,3275538,132
19076328,930,73,3151847,157
19144355,1408,34,3237989,407
19580534,360,1,3258334,240
19651616,309,72,3233168,340
19397179,409,0,3232574,56
19583331,254,0,3265389,79
19387761,388,1,3220610,205
19479381,310,0,3245385,129
19575722,258,0,3274297,15
19607850,121,0,3256499,67
19469884,164,0,3256467,68
19597845,641,1,3250841,84
19301717,1297,9,3216590,326
19545634,1261,7,3252373,256
19631379,2151,94,3228825,422
19599974,1689,9,3249049,278
19350509,1234,4,3206738,3839
19680236,718,1,3250429,144
19464514,1175,3,3235004,286
19454046,710,6,3242349,206
19178825,1088,55,3172437,242
18768514,1537,49,3219269,392
19466632,1454,2,3241082,896
19544909,956,4,3243708,303
19403420,1027,3,3223722,188
19645785,1088,3,3241777,330
19518424,693,0,3241460,146
19102079,1890,3,3198160,344
19492343,437,1,3240499,319
19496491,335,0,3237019,146
19538905,171,1,3271863,29
19572729,138,0,3244674,102
19049222,1495,473,3193558,529
19521498,765,3,3253445,67
19580224,799,13,3253881,182
19564317,130,0,3267180,58
19477842,577,81,3237246,193
19389337,942,174,3248316,154
19300686,360,0,3242948,105
19367216,611,0,3237883,175
19499082,100,0,3236412,649
19528549,545,0,3265552,89
19570883,172,0,3250775,720
19683146,139,0,3263323,25
19487509,162,0,3244577,43
19675308,162,0,3267022,52
19493527,95,0,3273236,25
19338936,183,58,3250483,75
19571678,609,3,3254924,258
18912593,483,0,3250407,143
19499090,108,0,3254248,21
19651075,159,0,3269297,52
